codigo;descripcion;uni_med;cantidad;valor;codigo_cliente;cuidad
1 2610051;GASA QUIRURGICA HERENCO 7.5X7.5CM.;UND;138;12,42;14028;JUNIN
1 2610500;ENVASES DE ORINA ESTERIL 150;UND;50;8;14028;JUNIN
1 2610550;CAJA DE HECES;UND;50;2,5;14028;JUNIN
1 2613000;ALGODON 8 GR. FARMACOTTON;UNI;13;2,47;14028;JUNIN
1 2613005;ALGODON 15GR. FARMACOTTON;UND;22;7,26;14028;JUNIN
1 2613010;ALGODON 30GR. FARMACOTTON;UND;7;4,55;14028;JUNIN
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;11;5,17;14028;JUNIN
1 3320151;QUITA ESMALTE CHERY 50ML.;UNI;6;3,6;14028;JUNIN
1 3320152;QUITA ESMALTE CHERY 90ML.;UND;6;5,76;14028;JUNIN
1 3500001;TINTE DUO KIT 1 NEGRO;UND;10;35,24;14028;JUNIN
1 3500002;TINTE DUO KIT 01 NEGRO AZULADO;UND;3;11,25;14028;JUNIN
1 3500030;TINTE DUO KIT 3 CASTANO OSCURO;UND;1;3,75;14028;JUNIN
1 3500040;TINTE DUO KIT 4 CASTANO MED.;UND;4;15;14028;JUNIN
1 3500050;TINTE DUO KIT 5 CASTANO CLARO;UND;1;3,75;14028;JUNIN
1 3500051;TINTE DUO KIT 5.1 CAST.CLAR.CENIZO;UND;1;3,75;14028;JUNIN
1 3500053;TINTE DUO KIT 5.3 CAST.CLARO DORADO;UND;1;3,75;14028;JUNIN
1 3500061;TINTE DUO KIT 6.1 RUB.OSC.CENIZO;UND;1;3,75;14028;JUNIN
1 3500065;TINTE DUO KIT 6.5 RUB.OSCURO CAOBA;UND;1;3,75;14028;JUNIN
1 3500066;TINTE DUO KIT 00.66 ROJO INTENSO;UND;1;3,75;14028;JUNIN
1 3500070;TINTE DUO KIT 7 RUBIO;UND;1;3,75;14028;JUNIN
1 3500071;TINTE DUO KIT 7.1 RUBIO MEDIANO CENIZO;UND;1;3,75;14028;JUNIN
1 3500080;TINTE DUO KIT 8 RUBIO CLARO;UND;3;10,5;14028;JUNIN
1 3500081;TINTE DUO KIT 8.1 RUB.CLAR.CENIZO;UND;1;7,5;14028;JUNIN
1 3500085;TINTE DUO KIT 8.4 RUB.CLA.HABANO;UND;1;3,75;14028;JUNIN
1 3500103;TINTE DUO KIT 10.3 RUB.EXTRA CLARO;UND;1;3,75;14028;JUNIN
1 3500160;QUITA ESMALTE SAIRO 250ML.;UNI;2;4,26;14028;JUNIN
1 3500200;OXIGENTA BMT VOL 20 DE 90ML.;UNI;13;19,42;14028;JUNIN
1 3500565;TINTE DUO KIT 5.65 CAST.C.RO.CAO.;UND;1;3,75;14028;JUNIN
1 3500637;TINTE DUO KIT 6.37 RUB.OSC.DO.COB.;UND;1;2,5;14028;JUNIN
1 3500662;TINTE DUO KIT 6.62 RUB.OSCURO ROJO PURP;UND;3;11,25;14028;JUNIN
1 3500762;TINTE DUO KIT 7.62 R.MED.P.;UND;9;32,82;14028;JUNIN
1 3500765;TINTE DUO KIT 7.65 RUB.MED.CAOBA;UND;1;3,75;14028;JUNIN
1 3501004;TINTE DUO KIT 4B CASTANO BORGONA;UNI;1;3,75;14028;JUNIN
1 3501005;TINTE DUO KIT 5NT CAST.CLARO TROPICAL;UND;1;2,5;14028;JUNIN
1 3501006;TINTE DUO KIT 6NT RUB.OSC.TROPICAL;UND;1;3,75;14028;JUNIN
1 3501007;TINTE DUO KIT 7NT.RUB.MEDIANO TROPICAL;UND;2;7,5;14028;JUNIN
1 3501008;TINTE DUO KIT 8NT.RUB.CLA.TROPICAL;UND;1;3,75;14028;JUNIN
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;60;30,03;14028;JUNIN
1 3850065;GEL ROLDA SACHET 15GR. SURTIDOS;UNI;24;3;14028;JUNIN
1 3860225;TINTE FOREVER 50ML X2 3.0 CASTANO OSCURO;UNI;1;5,32;14028;JUNIN
1 3860228;TINTE FOREVER 50ML X2 6.0 RUBIO OSCURO;UNI;1;5,32;14028;JUNIN
1 3870690;THYM`S MATIZANTE 10GR. VERDE;UNI;2;2,9;14028;JUNIN
1 3890245;LIMA DE UNAS CARTON SOFT;UNI;12;0,96;14028;JUNIN
2 1090120;ANALGAN 1 GR. X 20;UNI;1;4,56;14028;JUNIN
2 3131160;PARACETAMOL 500MG. PORTUGAL X 100 TAB.;UNI;1;2,25;14028;JUNIN
2 9000481;ALCOHOL JANDL 100ML;UNI;36;14,4;14028;JUNIN
2 9000484;MOLAREX X 6 (RISTRA);UNI;8;10,64;14028;JUNIN
2 9000491;BUPREX FLASH 400MG. X 10 CAP.;UNI;2;6,76;14028;JUNIN
2 9000501;FEMEN FORTE X 10;UNI;5;12,85;14028;JUNIN
2 9000502;FEMEN 200MG. X 5 CAP.;UNI;4;5,72;14028;JUNIN
2 9000507;CATAFLAN DD. 50MG.X 12 TAB.;UNI;1;5,33;14028;JUNIN
2 9000508;CATAFLAN 50MG. X 20;UNI;3;15,39;14028;JUNIN
2 9000517;ALKA SELTZER BOOST TBA X 10;UNI;7;11,95;14028;JUNIN
2 9000520;FINALIN FORTE X 50;UNI;4;43,3;14028;JUNIN
2 9000521;MENTOL SIKURA 10GR.;UNI;12;4,92;14028;JUNIN
2 9000522;MENTOL CHINO 10 GR.;UNI;240;125,76;14028;JUNIN
2 9000526;ALCOHOL CHERRY 500ML SPRAY;UNI;21;48,3;14028;JUNIN
2 9000527;ALCOHOL CHERY 1000ML;UNI;14;47,44;14028;JUNIN
2 9000538;BUPREX MIGRA X 20;UNI;2;18;14028;JUNIN
2 9000540;UMBRAL 500MG X 10;UNI;20;40,05;14028;JUNIN
2 9000548;AMPIBEX 500MG. X 24 CAPSULAS;UNI;2;7,6;14028;JUNIN
2 9000549;SAL ANDREWS X 1 SOBRES;UNI;50;8,2;14028;JUNIN
2 9000553;MELOXICAN 15MG. X 10 NATURGEN;UNI;11;10,34;14028;JUNIN
2 9000561;VOLTAREN 50MG X 50 GRAGEAS;UNI;1;9;14028;JUNIN
1 0000100;PALETA DE MADERA DOBLE RASPA CAYO;UNI;8;8;14029;CALCETA
1 0050101;QUITA ESMALTE GLAMOUR 30CC;UNI;24;5,76;14029;CALCETA
1 0080270;MENTICOL ROJO 150 CC.;UND;26;45,6;14029;CALCETA
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;20;12;14029;CALCETA
1 0182003;CEPILLO DENTAL DR. COSMETICS;UNI;12;2,21;14029;CALCETA
1 0230040;INVISIBLES MUSHEE X 130;UND;7;6,3;14029;CALCETA
1 0230071;NAIPE TUN HUANG;UNI;24;7,99;14029;CALCETA
1 0450073;SH. HEAD SHOULDERS 180ML. OLD SPICE;UNI;2;6,84;14029;CALCETA
1 0680004;PEINE PLAST. CLASICC 155 VANDUX DE BOLSILLO;UNI;24;1,92;14029;CALCETA
1 0861000;TINTE COLOR TONE 20 NEGRO KIT;UND;4;9,47;14029;CALCETA
1 0861010;TINTE COLOR TONE 28 NEGRO AZULADO KIT;UND;6;14,2;14029;CALCETA
1 0861045;TINTE COLOR TONE 45 CHOCOLATE KIT;UND;1;2,63;14029;CALCETA
1 0861060;TINTE COLOR TONE 60 TAB..OSCURO KIT;UND;1;2,63;14029;CALCETA
1 3890245;LIMA DE UNAS CARTON SOFT;UNI;24;2,4;14029;CALCETA
1 9000032;SH. SAIRO BABY 750ML.;UNI;16;30,96;14029;CALCETA
2 9000481;ALCOHOL JANDL 100ML;UNI;12;4,8;14029;CALCETA
2 9000499;APRONAX 550 MG X 20;UNI;1;7,4;14029;CALCETA
2 9000520;FINALIN FORTE X 50;UNI;2;20,96;14029;CALCETA
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;20;12;14045;ROCAFUERTE
1 0160141;COTONETES MADERA CLEAN UP 3 x100;UNI;32;9,6;14045;ROCAFUERTE
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;6;3,72;14045;ROCAFUERTE
2 9000522;MENTOL CHINO 10 GR.;UNI;12;6,29;14045;ROCAFUERTE
2 9000527;ALCOHOL CHERY 1000ML;UNI;12;42,86;14045;ROCAFUERTE
1 0010152;SH. SAVITAL 550ML. MULTIVITAMINA;UNI;7;27,48;14053;LEONIDAS PLAZA
1 0010155;GEL EGO ATTRACTION 90GR;UNI;39;31,12;14053;LEONIDAS PLAZA
1 0010156;GEL EGO ATTRACTION 190ML.;UNI;14;18,62;14053;LEONIDAS PLAZA
1 0010165;SH. SAVITAL COLAGENO Y SABILA 550ML.;UNI;3;11,78;14053;LEONIDAS PLAZA
1 0011043;JABON LIQUIDO HANDS CLEAN EXOTIC 250ML.;UNI;3;5,62;14053;LEONIDAS PLAZA
1 0011047;JABON LIQUIDO HANDS CLEAN EXOTIC 500ML.;UNI;3;7,88;14053;LEONIDAS PLAZA
1 0050101;QUITA ESMALTE GLAMOUR 30CC;UNI;36;8,64;14053;LEONIDAS PLAZA
1 0080035;JABON PROTEX TRIPACK AVENA 110GR;UNI;13;30,94;14053;LEONIDAS PLAZA
1 0080270;MENTICOL ROJO 150 CC.;UND;14;25,53;14053;LEONIDAS PLAZA
1 0080280;MENTICOL VERDE 150 C.;UND;11;20,23;14053;LEONIDAS PLAZA
1 0080502;CEPILLO COLGATE PREMIER X 1;UND;24;16,22;14053;LEONIDAS PLAZA
1 0120111;AFEIT.PRESTOBARBA ULTRAGRIP;UND;56;42,07;14053;LEONIDAS PLAZA
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;60;36;14053;LEONIDAS PLAZA
1 0150224;SH. PARA MI BEBE 800ML. CABELLO OSCURO;UNI;1;6,7;14053;LEONIDAS PLAZA
1 0160050;ACEITE JOHNSON BABY  50 ML.;UND;51;63,24;14053;LEONIDAS PLAZA
1 0160051;ACEITE JOHNSON BABY 100 ML.;UND;14;28;14053;LEONIDAS PLAZA
1 0160140;COTONETES MADERA CARLITOS 3 x100;UND;26;10,32;14053;LEONIDAS PLAZA
1 0160141;COTONETES MADERA CLEAN UP 3 x100;UNI;45;14,4;14053;LEONIDAS PLAZA
1 0161090;TOALLA STAYFREE X 10 CON ALAS;UND;15;15,6;14053;LEONIDAS PLAZA
1 0182003;CEPILLO DENTAL DR. COSMETICS;UNI;24;4,42;14053;LEONIDAS PLAZA
1 0182005;CEPILLO DENTAL MORGEM COLOR CRISTAL ESTUCHE;UNI;12;6,72;14053;LEONIDAS PLAZA
1 0230001;AFEITABIC;UNI;74;21,6;14053;LEONIDAS PLAZA
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;46;27,32;14053;LEONIDAS PLAZA
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;47;52,55;14053;LEONIDAS PLAZA
1 0230071;NAIPE TUN HUANG;UNI;24;7,34;14053;LEONIDAS PLAZA
1 0230924;PEGAMENTO SUPER DURA  X 1;UND;96;12,02;14053;LEONIDAS PLAZA
1 0274035;SH. FAMILY 180ML. CONTROL TOTAL;UNI;12;4,32;14053;LEONIDAS PLAZA
1 0450141;SH. SEDAL 190ML. KERATINA;UNI;12;27,59;14053;LEONIDAS PLAZA
1 0450218;DESOD. REXONA 10GR. SACHET CLINICAL CLEAN;UND;60;12;14053;LEONIDAS PLAZA
1 0450801;DESOD. REXONA 10GR. SACHET CLINICAL CLASIC;UNI;80;16;14053;LEONIDAS PLAZA
1 2610500;ENVASES DE ORINA ESTERIL 150;UND;12;1,92;14053;LEONIDAS PLAZA
1 2610550;CAJA DE HECES;UND;12;0,6;14053;LEONIDAS PLAZA
1 3320126;ACEITE DE COCO CHERY 45CC.;UNI;36;16,2;14053;LEONIDAS PLAZA
1 3320130;ACEITE DE ARGAN 30CC;UNI;24;24;14053;LEONIDAS PLAZA
1 3850001;GEL ROLDA 120GR.MORADO;UND;7;6,7;14053;LEONIDAS PLAZA
2 9000481;ALCOHOL JANDL 100ML;UNI;24;9,6;14053;LEONIDAS PLAZA
2 9000499;APRONAX 550 MG X 20;UNI;1;22,2;14053;LEONIDAS PLAZA
2 9000501;FEMEN FORTE X 10;UNI;5;12,85;14053;LEONIDAS PLAZA
2 9000513;ASPIRINA ADVANCED SOBRE X 10;UNI;2;8,78;14053;LEONIDAS PLAZA
2 9000515;TALCO FUNGIREX CHICO 45G.;UNI;21;34,23;14053;LEONIDAS PLAZA
2 9000517;ALKA SELTZER BOOST TBA X 10;UNI;5;11,95;14053;LEONIDAS PLAZA
2 9000520;FINALIN FORTE X 50;UNI;6;64,26;14053;LEONIDAS PLAZA
2 9000522;MENTOL CHINO 10 GR.;UNI;72;37,74;14053;LEONIDAS PLAZA
2 9000529;ALCOHOL JL 100ML;UNI;12;4,8;14053;LEONIDAS PLAZA
2 9000531;LEMONFLU X 12 ADULTO;UNI;16;24,48;14053;LEONIDAS PLAZA
2 9000540;UMBRAL 500MG X 10;UNI;5;9;14053;LEONIDAS PLAZA
2 9000549;SAL ANDREWS X 1 SOBRES;UNI;108;17,71;14053;LEONIDAS PLAZA
2 9000567;BIOTANIK ALCOHOL ATOMIZADOR 250ML;UNI;7;12,25;14053;LEONIDAS PLAZA
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;36;208,28;14056;CANUTO
1 0000152;DECOLORANTE BENPLUS 50 GR;UNI;24;45,6;14056;CANUTO
1 0010147;GEL EGO POWER 90ML.;UNI;24;16,97;14056;CANUTO
1 0010150;SH. SAVITAL 550ML. BIOTINA;UNI;15;52,93;14056;CANUTO
1 0010151;SH. SAVITAL 550ML. KERATINA;UNI;15;52,93;14056;CANUTO
1 0010152;SH. SAVITAL 550ML. MULTIVITAMINA;UNI;30;108,47;14056;CANUTO
1 0010155;GEL EGO ATTRACTION 90GR;UNI;24;16,97;14056;CANUTO
1 0010165;SH. SAVITAL COLAGENO Y SABILA 550ML.;UNI;7;24,55;14056;CANUTO
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;20;10,72;14056;CANUTO
1 0120137;AFEITADORA PRESTOBARBA TRIPLE HOJA;UND;32;27,86;14056;CANUTO
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;28;51,43;14056;CANUTO
1 0230001;AFEITABIC;UNI;50;13,63;14056;CANUTO
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;6;3,32;14056;CANUTO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;38;38,58;14056;CANUTO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;13;12,68;14056;CANUTO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;13;14,2;14056;CANUTO
1 0230019;DESOD. SUTTON AC SOFT WOMEN 30GR. ROLLON;UNI;3;1,66;14056;CANUTO
1 0235030;BIGEN N 59 NEGRO ORIENTAL 60GR.;UND;6;18,6;14056;CANUTO
1 0274043;SH. FAMILY 1000CC. HENA Y AZABACHE (NEGRO);UND;1;2,46;14056;CANUTO
1 0274044;SH. FAMILY 1000CC. MANZANILLA;UND;1;2,46;14056;CANUTO
1 0274050;SH. FAMILY 1000CC. CONTROL TOTAL;UND;1;2,46;14056;CANUTO
1 0278627;TALCO ANGELINO 200ML. CARICIAS DE ANGEL;UNI;10;18,23;14056;CANUTO
1 0450237;DESOD. REXONA ROLLON V8  50ML.;UND;6;9,59;14056;CANUTO
1 0450457;CREMA DE PEINAR SEDAL 300ML. RIZOS OBEDIENTES;UNI;6;19,55;14056;CANUTO
1 0450476;DESOD. REXONA CLINICAL 48GR.WOMEN;UND;3;13,96;14056;CANUTO
1 0450477;DESOD. REXONA CLINICAL 48GR.MEN;UND;3;13,96;14056;CANUTO
1 0450482;DESOD. REXONA CLINICAL 50ML. CLASSIC;UNI;4;7,75;14056;CANUTO
1 0450483;DESOD. REXONA CLINICAL 50ML. CLEAN;UNI;4;7,75;14056;CANUTO
1 0861000;TINTE COLOR TONE 20 NEGRO KIT;UND;4;8,45;14056;CANUTO
1 0861010;TINTE COLOR TONE 28 NEGRO AZULADO KIT;UND;4;8,45;14056;CANUTO
1 0861045;TINTE COLOR TONE 45 CHOCOLATE KIT;UND;4;8,45;14056;CANUTO
1 0866220;TOALLA INTIMA ALAS X 10;UNI;30;22,32;14056;CANUTO
1 3500001;TINTE DUO KIT 1 NEGRO;UND;12;39,41;14056;CANUTO
1 3500002;TINTE DUO KIT 01 NEGRO AZULADO;UND;7;22,54;14056;CANUTO
1 3500040;TINTE DUO KIT 4 CASTANO MED.;UND;7;22,54;14056;CANUTO
1 3500050;TINTE DUO KIT 5 CASTANO CLARO;UND;7;22,54;14056;CANUTO
1 3500060;TINTE DUO KIT 6 RUB. OSCURO;UND;4;13,5;14056;CANUTO
1 3500070;TINTE DUO KIT 7 RUBIO;UND;9;27,12;14056;CANUTO
1 3500071;TINTE DUO KIT 7.1 RUBIO MEDIANO CENIZO;UND;9;27,12;14056;CANUTO
1 3500080;TINTE DUO KIT 8 RUBIO CLARO;UND;10;31,58;14056;CANUTO
1 3500200;OXIGENTA BMT VOL 20 DE 90ML.;UNI;13;15,11;14056;CANUTO
1 3500201;OXIGENTA BMT VOL 30 DE 90ML.;UNI;13;15,11;14056;CANUTO
1 3500762;TINTE DUO KIT 7.62 R.MED.P.;UND;4;13,5;14056;CANUTO
1 3850126;KATIVA SH. ARGAN OIL 250ML;UND;1;4,66;14056;CANUTO
2 1090120;ANALGAN 1 GR. X 20;UNI;12;54,72;14056;CANUTO
2 3131160;PARACETAMOL 500MG. PORTUGAL X 100 TAB.;UNI;5;11,25;14056;CANUTO
2 9000513;ASPIRINA ADVANCED SOBRE X 10;UNI;12;52,68;14056;CANUTO
2 9000514;DOLODRAN 500MG. X 10 TAB. NATURGEN;UNI;10;9,6;14056;CANUTO
2 9000554;PORTIL CREMA 20MG. X 1 PORTUGAL;UNI;24;39,6;14056;CANUTO
2 9000513;ASPIRINA ADVANCED SOBRE X 10;UNI;12;52,68;14056;CANUTO
2 9000514;DOLODRAN 500MG. X 10 TAB. NATURGEN;UNI;10;9,6;14056;CANUTO
2 9000554;PORTIL CREMA 20MG. X 1 PORTUGAL;UNI;24;39,6;14056;CANUTO
1 0010155;GEL EGO ATTRACTION 90GR;UNI;7;5,85;14090;CHARAPOTO
1 0080040;DESOD. NODOR CLASICO ROJO 10 GR.;UND;12;6;14090;CHARAPOTO
1 0160139;TETINES CARLITOS SILICON (FUNDA);UND;25;6,25;14090;CHARAPOTO
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;22;39,52;14090;CHARAPOTO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;7;8,05;14090;CHARAPOTO
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;26;9,78;14090;CHARAPOTO
1 3320129;ACEITE DE COCO  30CC.;UNI;7;3,15;14090;CHARAPOTO
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;30;181,5;14095;SANTA ANA
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;180;108;14095;SANTA ANA
1 0160050;ACEITE JOHNSON BABY  50 ML.;UND;13;16,12;14095;SANTA ANA
1 0230001;AFEITABIC;UNI;312;86,4;14095;SANTA ANA
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;7;4,34;14095;SANTA ANA
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;38;41,51;14095;SANTA ANA
1 0230071;NAIPE TUN HUANG;UNI;72;23,98;14095;SANTA ANA
1 0230922;PEGAMENTO SUPER GOMA 3G.;UNI;96;8,96;14095;SANTA ANA
1 0230924;PEGAMENTO SUPER DURA  X 1;UND;96;12,02;14095;SANTA ANA
1 0274032;SH. FAMILY 180ML. MANZANILLA;UNI;15;5,55;14095;SANTA ANA
1 0274041;SH. FAMILY 1000CC. SABILA;UND;13;35,75;14095;SANTA ANA
1 0274043;SH. FAMILY 1000CC. HENA Y AZABACHE (NEGRO);UND;6;16,5;14095;SANTA ANA
1 0274044;SH. FAMILY 1000CC. MANZANILLA;UND;16;44;14095;SANTA ANA
1 0274050;SH. FAMILY 1000CC. CONTROL TOTAL;UND;41;117,55;14095;SANTA ANA
1 0274052;SH. FAMILY 1000CC. AGUACATE;UND;3;8,25;14095;SANTA ANA
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;340;170,17;14095;SANTA ANA
2 9000558;KUFER Q FORTE CAP. X 30;UNI;1;8,7;14095;SANTA ANA
1 0160050;ACEITE JOHNSON BABY  50 ML.;UND;13;16,12;14097;PORTOVIEJO
1 0860027;PANALIN PLUS GRANDE X 24;UNI;4;11,6;14097;PORTOVIEJO
2 9000522;MENTOL CHINO 10 GR.;UNI;12;6,29;14097;PORTOVIEJO
1 0010064;CREMA DE PEINAR SAVITAL 275CC. BIOTINA;UNI;1;3;15014;JUNIN
1 0010164;CREMA DE PEINAR SAVITAL 275CC. KERATINA;UNI;1;3;15014;JUNIN
1 0010167;CREMA DE PEINAR SAVITAL 275CC. COLAGENO;UNI;1;3;15014;JUNIN
1 0010169;CREMA DE PEINAR SAVITAL 275CC. MULTIVITAMINA;UNI;1;3;15014;JUNIN
1 0011030;ACEITE ROJO PARA MUEBLE MOEBEL 240ML.;FCO;7;13,44;15014;JUNIN
1 0080040;DESOD. NODOR CLASICO ROJO 10 GR.;UND;12;6;15014;JUNIN
1 0080041;DESOD. NODOR SPORT AZUL 10 GR.;UND;12;6;15014;JUNIN
1 0110223;ACEITE ONLY 120CC.;UND;7;5,95;15014;JUNIN
1 0160050;ACEITE JOHNSON BABY  50 ML.;UND;13;16,12;15014;JUNIN
1 0160051;ACEITE JOHNSON BABY 100 ML.;UND;6;12;15014;JUNIN
1 0160060;TALCO JOHNSON 400GR. ORIGINAL;UNI;1;5;15014;JUNIN
1 0160141;COTONETES MADERA CLEAN UP 3 x100;UNI;15;4,8;15014;JUNIN
1 0170176;ALCOHOL JANDL 250ML SPRAY;UNI;12;20,64;15014;JUNIN
1 0182003;CEPILLO DENTAL DR. COSMETICS;UNI;24;4,42;15014;JUNIN
1 0190237;ESMALTE RODHER 10ML EXTRACTO DE LIMON;UNI;6;9,02;15014;JUNIN
1 0190551;SILICONA CHERY 30CC.;UNI;12;10,8;15014;JUNIN
1 0200404;QUITA ESMALTE MARIA JOSE 300ML. CHICLE;UNI;3;8,4;15014;JUNIN
1 0200405;QUITA ESMALTE MARIA JOSE 90ML. NARANJA;UNI;4;3,84;15014;JUNIN
1 0222055;COLONIA PERSONI 250ML CON ATOMIZADOR;UNI;6;24,27;15014;JUNIN
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;13;26,6;15014;JUNIN
1 0222057;COLONIA PERSONI 250ML. TAPA AMARILLA;UNI;3;11,16;15014;JUNIN
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;12;7,07;15014;JUNIN
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;7;8,05;15014;JUNIN
1 0230020;DESOD. SUTTON AC SOFT WOMEN 75GR. ROLLON;UNI;12;13,11;15014;JUNIN
1 0230044;DESOD. SUTTON AC SOFT HOMBRE 75GR. ROLLON;UNI;13;14,95;15014;JUNIN
1 0235033;BIGEN N 58 NEGRO NATURAL;UND;6;18,6;15014;JUNIN
1 0250330;CREMA ALISADORA LISSURA 70ML.;UND;6;16,26;15014;JUNIN
1 0251195;DECOLORANTE SOLECLAIR DE 20G.;UNI;36;42,48;15014;JUNIN
1 0270090;TALCO AZURRA 200 GR.;UND;3;9,66;15014;JUNIN
1 0270118;JABON LIQUIDO BAMBINI MONSTERS 280ML;UNI;9;18,3;15014;JUNIN
1 0270219;OXIGENTA HIDROXON 20VOL. 60CC.;UND;6;8,4;15014;JUNIN
1 0270220;OXIGENTA HIDROXON 30VOL. 60CC.;UND;12;15,12;15014;JUNIN
1 0272040;KOLESTON KIT X 2 40 CASTANO MEDIANO;UND;3;31,07;15014;JUNIN
1 0278627;TALCO ANGELINO 200ML. CARICIAS DE ANGEL;UNI;6;11,78;15014;JUNIN
1 0278629;TALCO FISHER PRICE 200GR ALOE VERA;UNI;3;7,2;15014;JUNIN
1 0279020;TOALLAS HUMEDAS NAPPIS X 50- FISHER PRICE;UNI;13;15,72;15014;JUNIN
1 0320001;POLVO DR.ANDERSON 120GR.;UND;11;27,39;15014;JUNIN
1 0450074;SH. HEAD SHOULDERS 180ML. ALIVIO REFRESCANTE;UNI;3;9,75;15014;JUNIN
1 0450233;DESOD. REXONA ROLLON SPORTFAN 50ML.;UND;3;5,37;15014;JUNIN
1 0450235;DESOD. REXONA ROLLON TROP ENERG 50ML.;UND;7;12,53;15014;JUNIN
1 0450258;DESOD. REXONA STICK SPORTFAN HOMBRE 50GR;UND;3;10,09;15014;JUNIN
1 0450267;DESOD. REXONA STICK V8. 50GR.;UND;3;10,09;15014;JUNIN
1 0450363;SH. HEAD AND SHOULDERS 375ML. SUAVE Y MANEJABLE;UNI;3;16,81;15014;JUNIN
1 0450373;SH. HEAD SHOULDERS 180ML 3 EN 1 MEN;UNI;3;9,75;15014;JUNIN
1 0450482;DESOD. REXONA CLINICAL 50ML. CLASSIC;UNI;3;6,51;15014;JUNIN
1 0861000;TINTE COLOR TONE 20 NEGRO KIT;UND;32;75,74;15014;JUNIN
1 0861010;TINTE COLOR TONE 28 NEGRO AZULADO KIT;UND;6;14,2;15014;JUNIN
1 0861020;TINTE COLOR TONE 30 CASTANO NEGRO KIT;UND;3;7,1;15014;JUNIN
1 0861026;TINTE COLOR TONE 26 CASTANO DORADO;UND;3;7,1;15014;JUNIN
1 0861060;TINTE COLOR TONE 60 TAB..OSCURO KIT;UND;3;7,1;15014;JUNIN
1 0862040;TINTE HAR CREMA 4-0 X 2 CAST.MEDIANO;UND;6;19,5;15014;JUNIN
1 2150021;TALCO REXONA EFFICIENT 60GR;UNI;4;6,64;15014;JUNIN
1 2150022;TALCO REXONA EFFICIENT 100GR;UND;6;14,46;15014;JUNIN
1 2370014;MEDIA PANTY 40 DEN EUROCOLOR S-M;UNI;12;22,8;15014;JUNIN
1 2613005;ALGODON 15GR. FARMACOTTON;UND;21;6,93;15014;JUNIN
1 3320074;SILICONA 100ML. MARIA JOSE ALOE;UNI;6;21;15014;JUNIN
1 3320081;SILICONA MARIA JOSE 100ML SPRAY ALOE VERA;UNI;7;24,5;15014;JUNIN
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;12;4,51;15014;JUNIN
1 3320125;ACEITE JOHN JOHN BABY 50GR;UND;12;4,86;15014;JUNIN
1 3500001;TINTE DUO KIT 1 NEGRO;UND;22;74,22;15014;JUNIN
1 3500002;TINTE DUO KIT 01 NEGRO AZULADO;UND;6;20,24;15014;JUNIN
1 3500030;TINTE DUO KIT 3 CASTANO OSCURO;UND;3;10,12;15014;JUNIN
1 3500040;TINTE DUO KIT 4 CASTANO MED.;UND;10;33,74;15014;JUNIN
1 3500050;TINTE DUO KIT 5 CASTANO CLARO;UND;3;10,12;15014;JUNIN
1 3500051;TINTE DUO KIT 5.1 CAST.CLAR.CENIZO;UND;3;9;15014;JUNIN
1 3500060;TINTE DUO KIT 6 RUB. OSCURO;UND;12;40,48;15014;JUNIN
1 3500065;TINTE DUO KIT 6.5 RUB.OSCURO CAOBA;UND;3;10,12;15014;JUNIN
1 3500066;TINTE DUO KIT 00.66 ROJO INTENSO;UND;9;30,36;15014;JUNIN
1 3500071;TINTE DUO KIT 7.1 RUBIO MEDIANO CENIZO;UND;6;20,24;15014;JUNIN
1 3500081;TINTE DUO KIT 8.1 RUB.CLAR.CENIZO;UND;6;20,24;15014;JUNIN
1 3500100;TINTE DUO KIT 10 SUPER ACLARAN.;UND;9;30,36;15014;JUNIN
